name,designer,artist,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,year,average_rating
Crystal Clans: Gem Clan,"Colby Dauch, J. Arthur Ellis, Andrea Mezzotero",Martin Abel,2,2,30,60,45,14,3.0,34,15,Uncategorized,"['Card Game', 'Expansion for Base-game']",['Hand Management'],2019.0,7.7
Anno Domini: Kuriositäten,Urs Hostettler,Res Brandenberger,2,8,30,30,30,10,1.0,66,11,Uncategorized,"['Bluffing', 'Party Game', 'Trivia']",['Roll / Spin and Move'],2018.0,6.8
The Great City of Rome,"Matthew Dunstan, Brett J. Gilbert","Martin Hoffmann, Claus Stephan",2,4,60,60,60,10,2.29,438,108,Uncategorized,"['City Building', 'Environmental']",['Pattern Building'],2018.0,6.3
Crystal Clans: Moon Clan,"Colby Dauch, J. Arthur Ellis, Andrea Mezzotero",Martin Abel,2,2,30,60,45,14,3.0,35,14,Uncategorized,"['Card Game', 'Expansion for Base-game']",['Hand Management'],2019.0,7.6
Fallout: Wasteland Warfare – Super Mutants: Hammer,James Sheahan,(Uncredited),1,8,30,240,135,14,2.019507655358751,5,0,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 4 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,8.2
Fallout: Wasteland Warfare – Super Mutants: Behemoth,James Sheahan,(Uncredited),1,8,30,240,135,14,2.019507655358751,6,0,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 3 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,9.0
Fallout: Wasteland Warfare – Super Mutants: Suiciders,James Sheahan,(Uncredited),1,8,30,240,135,14,2.019507655358751,7,1,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 3 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,8.8
Fallout: Wasteland Warfare – Super Mutants Core Box,James Sheahan,(Uncredited),1,8,30,240,135,14,2.019507655358751,10,0,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 3 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,8.8
Brains!,Peter C. Hayward,Kelly Jo,2,5,5,10,7,8,2.0,27,26,Uncategorized,"['Card Game', ""Children's Game"", 'Print & Play', 'Zombies']","['Deck', 'Bag', 'and Pool Building', 'Hand Management', 'Take That']",2019.0,6.1
Fallout: Wasteland Warfare – Robots: Assaultrons,James Sheahan,(Uncredited),1,8,30,240,135,14,2.019507655358751,5,0,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 3 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,8.6
Fallout: Wasteland Warfare – Robots: Protectron And Eyebot,James Sheahan,(Uncredited),1,8,30,240,135,14,2.019507655358751,3,1,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 3 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,7.8
Joking Hazard: Enlarged Box,(Uncredited),(Uncredited),3,10,15,90,52,18,2.019507655358751,59,12,Uncategorized,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game', 'Humor', 'Mature / Adult', 'Party Game']","['Hand Management', 'Simultaneous Action Selection']",2018.0,7.7
Fallout: Wasteland Warfare – Robots Core Box,James Sheahan,(Uncredited),1,8,30,140,85,14,2.019507655358751,6,1,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', '+ 3 more']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",2018.0,8.5
Amerika: ICBM – Amerika Rockets,Dakota Carvara,David Prieto,2,3,120,360,240,12,2.019507655358751,2,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,6.0
Amerika: Bring in the Heavies,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,3,1,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,8.0
Amerika: Cruise Missile Attack – Surface Missiles In Amerika,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,4.0
Amerika: Grossflugzeugkreuzer – Great Aircraft Cruiser,"Michael C. Kelley, Burke O'Brien",David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,6.0
Amerika: Taiho Kai – Great Phoenix of the Ocean,"Michael C. Kelley, Burke O'Brien",David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,6.0
Amerika: Defcon 1 – Atomic Defense in Amerika,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,6.0
Amerika: Ein Grosse Ratte – The P.1000 Ratte In Amerika,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']",['Roll / Spin and Move'],2016.0,8.0
Amerika: Monster of the Reich,"Michael C. Kelley, Burke O'Brien",David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,9.0
Amerika: Target Amerika – The Bomber Projects,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,10.0
Amerika: Silverbird – Germany's Space Plane,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,4.0
Amerika: Allied UFO – The YB-35 Flying Wing In Amerika,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2016.0,9.0
Amerika: B-36 – Peackeeper of America,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2017.0,9.0
Amerika: Germany's A-Series Rockets,"Michael C. Kelley, Burke O'Brien",David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2018.0,9.0
Amerika: I-400 Sentoku,"Michael C. Kelley, Burke O'Brien",David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2018.0,8.0
Amerika: Projekt Ursel Type XXI U-boat,"Michael C. Kelley, Burke O'Brien",David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling']",2018.0,8.0
Global War 2025: Meltdown,"Doug Friend, Will Henson",Szabolcs Penzes,2,6,120,240,180,12,2.019507655358751,14,7,Uncategorized,"['Modern Warfare', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling']",2021.0,7.5
Amerika: Thor's Hammer – The Karl Gerat Morser In Amerika,Michael C. Kelley,David Prieto,2,3,120,150,135,12,2.019507655358751,1,0,Uncategorized,"['Expansion for Base-game', 'Science Fiction', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling', 'Simulation']",2016.0,9.0
Communist Cats,Greg Dyson,(Uncredited),2,6,5,15,10,12,1.6,109,34,Uncategorized,"['Animals', 'Bluffing', 'Card Game', 'Party Game', 'Political']","['Hand Management', 'Hot Potato', 'Secret Unit Deployment']",2018.0,6.4
FateShifters,Jin Chiaki,"Raymond Chen, Leesha Hannigan, Daniel Kamarudin, Tommy Suhartono + 2 more",2,7,30,60,45,15,2.019507655358751,7,4,Uncategorized,"['Card Game', 'Fantasy']",['Roll / Spin and Move'],2018.0,5.0
Tavernin,Jasn Painter,Athena Cagle,2,6,60,60,60,13,2.019507655358751,1,0,Uncategorized,"['Card Game', 'Number', 'Party Game']","['Hand Management', 'Open Drafting', 'Push Your Luck']",2019.0,10.0
BAGANI The Card Game,"Nicanor ""Nico"" Valdez",(Uncredited),2,5,15,45,30,14,3.0,10,0,Uncategorized,"['Card Game', 'Fantasy', 'Movies / TV / Radio theme']","['Deck', 'Bag', 'and Pool Building', 'Set Collection']",2018.0,7.9
Hugot,Thomas Regala,(Uncredited),3,10,15,60,37,14,2.019507655358751,11,1,Uncategorized,"['Mature / Adult', 'Party Game']","['Hand Management', 'Voting']",2017.0,8.2
Crazier Eights: One Thousand & One Nights,James Wallace Gray,(Uncredited),2,4,10,30,20,13,2.0,16,5,Uncategorized,"['Arabian', 'Card Game', 'Fantasy']","['Hand Management', 'Take That']",2018.0,6.3
Luminous Ages,Anthony Christou,"Anthony Christou, John Silva",2,4,20,45,32,10,2.019507655358751,2,1,Uncategorized,"['Card Game', 'Comic Book / Strip', 'Fantasy']",['Campaign / Battle Card Driven'],2017.0,6.0
Marble Bobsleigh,Justin Oh,Hami,2,4,10,20,15,6,1.0,71,17,Uncategorized,"['Action / Dexterity', 'Sports']",['Race'],2018.0,5.5
Gangfight Skirmish Game System,Tim Kline,"Don Aguillo, Heath Foley, Wayne O Connor",2,4,30,60,45,13,4.0,4,3,Uncategorized,"['Book', 'Fantasy', 'Pirates', 'Science Fiction', 'Wargame']","['Area Movement', 'Dice Rolling']",2018.0,7.0
Abracadabra,(Uncredited),(Uncredited),2,4,52,79,65,9,2.0,1,1,Uncategorized,['Educational'],['Roll / Spin and Move'],2005.7966974431818,7.0
Rap Godz,Omari Akil,Hamu Dennis,2,4,30,60,45,14,2.0,175,58,Uncategorized,"['Humor', 'Movies / TV / Radio theme', 'Music']","['Dice Rolling', 'Open Drafting', 'Role Playing', 'Storytelling', 'Variable Player Powers']",2020.0,7.2
SEVEN: 4 Players Expansion,Néstor Romeral Andrés,Néstor Romeral Andrés,2,2,15,30,22,8,2.019507655358751,1,1,Uncategorized,['Abstract Strategy'],"['Team-Based Game', 'Tile Placement']",2018.0,9.0
Forestia,Régis Torres,Pierre Lesieutre,2,6,5,15,10,3,1.0,7,2,Uncategorized,"['Animals', 'Card Game', 'Party Game']","['Acting', 'Hand Management', 'Pattern Recognition']",2018.0,4.9
Vilar de Mouros 2018,Fernando Zamith,"Joana Meira, Fernando Zamith",2,6,30,40,35,8,2.019507655358751,7,0,Uncategorized,"['Card Game', 'Expansion for Base-game', 'Music']","['Hand Management', 'Open Drafting', 'Set Collection']",2018.0,9.4
Tiny Epic Defenders (Second Edition): Kickstarter Deluxe Promo Pack,Scott Almes,Ian Rosenthaler,2,5,52,79,65,9,2.019507655358751,83,39,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2018.0,7.5
Twigs: 4 players expansion,Néstor Romeral Andrés,Néstor Romeral Andrés,2,2,20,30,25,10,2.0,1,1,Uncategorized,['Abstract Strategy'],"['Enclosure', 'Tile Placement']",2018.0,9.0
Tiny Epic Defenders: The Dark War – Kickstarter Deluxe Promo Pack,Scott Almes,Ian Rosenthaler,2,5,52,79,65,9,2.019507655358751,60,31,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2018.0,7.4
Above and Below: Megaland Bonus Cards,Ryan Laukat,Ryan Laukat,2,4,90,90,90,13,3.0,87,45,Uncategorized,"['Adventure', 'City Building', 'Economic', 'Expansion for Base-game', 'Exploration', '+ 3 more']","['Action Points', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Open Drafting', 'Set Collection', '+ 2 more']",2018.0,7.6
The Rangers: Rise of War,(Uncredited),Hokunin,2,4,120,360,240,13,2.019507655358751,1,0,Uncategorized,"['Fantasy', 'Movies / TV / Radio theme']",['Player Elimination'],2019.0,10.0
Star Realms: Pact Cutter Promo Card,Robert Dougherty,(Uncredited),2,2,20,20,20,12,2.33,60,31,Uncategorized,"['Card Game', 'Expansion for Base-game', 'Fighting', 'Science Fiction']","['Deck', 'Bag', 'and Pool Building', 'Open Drafting', 'Player Elimination', 'Take That']",2018.0,7.4
Trivia Crack,(Uncredited),(Uncredited),2,6,52,79,65,8,2.019507655358751,10,5,Uncategorized,['Trivia'],['Roll / Spin and Move'],2015.0,5.8
Super Stadium Baseball,(Uncredited),(Uncredited),2,2,20,45,32,6,1.0,6,3,Uncategorized,['Action / Dexterity'],['Simulation'],2013.0,7.4
Munchkin Crazy Cooks,Steve Jackson (I),John Kovalic,3,6,60,120,90,10,2.019507655358751,25,6,Uncategorized,"['Card Game', 'Humor']","['Dice Rolling', 'Hand Management', 'Open Drafting', 'Take That', 'Variable Player Powers']",2018.0,7.2
Fields of Arle: New Travel Destination – Neumünster,Uwe Rosenberg,(Uncredited),1,2,60,150,105,12,2.019507655358751,5,1,Uncategorized,"['Economic', 'Expansion for Base-game', 'Farming', 'Industry / Manufacturing']",['Worker Placement'],2017.0,8.1
Vinyl: British Invasion,Eric Alvarado,"James Churchill, Jon Merchant, Tristam Rossin, Jason Washburn",2,4,60,75,67,10,2.019507655358751,24,17,Uncategorized,"['Expansion for Base-game', 'Music']","['Hand Management', 'Set Collection']",2019.0,7.6
Fields of Arle: New Travel Destination – Eckernförde,Uwe Rosenberg,(Uncredited),1,2,60,150,105,12,2.019507655358751,5,2,Uncategorized,"['Economic', 'Expansion for Base-game', 'Farming', 'Industry / Manufacturing']",['Worker Placement'],2017.0,7.9
My Little Castle,Ferenc Bubulce,Ferenc Bubulce,1,4,10,30,20,8,1.67,14,7,Uncategorized,"['Abstract Strategy', 'City Building', 'Medieval', 'Print & Play', 'Puzzle']","['Enclosure', 'Pattern Building', 'Tile Placement']",2018.0,5.5
Stalin's World War III,Ty Bomba,Mark Mahaffey,2,4,180,300,240,9,2.5,24,20,Wargames,"['Modern Warfare', 'Wargame']","['Dice Rolling', 'Hexagon Grid']",2019.0,6.5
Looterz: Rigor Mortis,"Fel Barros, Marco Portugal",Riccardo Crosa,2,6,30,40,35,14,1.5,182,23,Uncategorized,"['Card Game', 'Dice']","['Dice Rolling', 'Take That']",2018.0,7.2
Caverna: Cave vs Cave – Era II,Uwe Rosenberg,"Klemens Franz, Uwe Rosenberg",1,2,30,60,45,12,2.93,462,128,Strategy,"['Economic', 'Expansion for Base-game', 'Fantasy', 'Farming']","['Tile Placement', 'Worker Placement']",2018.0,7.5
Nusfjord: Plaice Deck,Uwe Rosenberg,Patrick Soeder,1,5,20,100,60,12,2.57,344,111,Uncategorized,"['Expansion for Base-game', '+ 1 more']",['Worker Placement'],2018.0,8.1
Thou Sucketh,Matthew Grau,Kreshna Adhitya Zulkarnaen,2,5,60,60,60,14,2.019507655358751,15,9,Uncategorized,['Adventure'],"['Deck', 'Bag', 'and Pool Building']",2018.0,5.5
A Game of Thrones: The Card Game (Second Edition) – Daggers in the Dark,(Uncredited),(Uncredited),2,4,60,120,90,14,2.019507655358751,38,15,Uncategorized,"['Expansion for Base-game', '+ 6 more']","['Hand Management', 'Open Drafting', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,8.2
A Game of Thrones: The Card Game (Second Edition) – In Daznak's Pit,(Uncredited),Grzegorz Bobrowski,2,4,60,120,90,14,2.019507655358751,39,17,Uncategorized,"['Expansion for Base-game', '+ 6 more']","['Hand Management', 'Open Drafting', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,8.1
Montgisard,Buxeria,Buxeria,1,4,60,120,90,10,2.0,17,8,Uncategorized,['Medieval'],['Hexagon Grid'],2020.0,8.7
Runewars Miniatures Game: Beastmaster Th'Uk Tar – Hero Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,60,120,90,14,2.019507655358751,8,1,Uncategorized,['Expansion for Base-game'],['Roll / Spin and Move'],2018.0,7.0
Runewars Miniatures Game: Prince Faolan – Hero Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,60,120,90,14,2.019507655358751,9,2,Uncategorized,['Expansion for Base-game'],['Roll / Spin and Move'],2018.0,6.9
Runewars Miniatures Game: Viper Legion – Unit Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,60,120,90,14,2.019507655358751,8,1,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Wargame']","['Action Points', 'Action Queue', 'Dice Rolling', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,6.9
Runewars Miniatures Game: Ventala Skirmishers – Unit Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,60,120,90,14,2.019507655358751,9,1,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Wargame']","['Action Points', 'Action Queue', 'Dice Rolling', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,7.0
Runewars Miniatures Game: Obscenes – Unit Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,60,120,90,14,2.019507655358751,7,2,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Wargame']","['Action Points', 'Action Queue', 'Dice Rolling', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,7.1
Get Packing,(Uncredited),(Uncredited),2,4,15,15,15,6,1.33,321,74,Uncategorized,"['Action / Dexterity', 'Real-time']",['Pattern Building'],2018.0,6.0
Star Wars: Legion – Emperor Palpatine Commander Expansion,Luke Eddy,(Uncredited),2,2,60,120,90,14,2.019507655358751,50,6,Uncategorized,"['Expansion for Base-game', '+ 3 more']","['Dice Rolling', 'Variable Player Powers']",2018.0,8.0
Star Wars: Legion – Imperial Royal Guards Unit Expansion,Luke Eddy,(Uncredited),2,2,60,120,90,14,2.019507655358751,41,12,Uncategorized,"['Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2018.0,7.8
Blood Bowl (2016 edition): Nurgle's Rotters – Nurgle Blood Bowl Team,(Uncredited),(Uncredited),2,2,45,120,82,12,2.019507655358751,22,5,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",2018.0,8.1
Blood Bowl (2016 edition): Nurgle Pitch & Dugout Set,(Uncredited),(Uncredited),2,2,45,120,82,12,2.019507655358751,9,1,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",2018.0,8.1
Abracadabra,(Uncredited),(Uncredited),2,9,15,20,17,6,2.019507655358751,4,2,Uncategorized,"['Abstract Strategy', 'Religious']",['Pattern Building'],2005.7966974431818,6.1
Spoils of War: Singing Stone,(Uncredited),(Uncredited),3,5,45,60,52,14,2.019507655358751,2,1,Uncategorized,"['Bluffing', 'Dice', 'Expansion for Base-game']","['Betting and Bluffing', 'Dice Rolling', 'Open Drafting', 'Set Collection']",2017.0,6.5
Spoils of War: Lance's Axe,(Uncredited),(Uncredited),3,5,45,60,52,14,2.019507655358751,2,1,Uncategorized,"['Bluffing', 'Dice', 'Expansion for Base-game']","['Betting and Bluffing', 'Dice Rolling', 'Open Drafting', 'Set Collection']",2017.0,6.4
Der Krieg beim Tisch,(Uncredited),(Uncredited),2,2,20,60,40,8,2.019507655358751,1,0,Uncategorized,"['Wargame', 'World War II']",['Point to Point Movement'],1940.0,10.0
Robinson Crusoe: Adventures on the Cursed Island – Shelter Upgrades,Ignacy Trzewiczek,(Uncredited),1,4,60,120,90,8,2.019507655358751,64,27,Uncategorized,"['Expansion for Base-game', '+ 4 more']","['Action Queue', 'Cooperative Game', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Storytelling', '+ 3 more']",2018.0,7.7
Pussycat,(Uncredited),Heinz Meister,2,4,15,15,15,4,2.019507655358751,1,1,Uncategorized,"['Card Game', ""Children's Game""]",['Roll / Spin and Move'],1992.0,10.0
Blood Bowl (2016 Edition): Nurgle Team Card Pack,(Uncredited),(Uncredited),2,2,45,120,82,12,2.019507655358751,11,3,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",2018.0,6.3
Radetzky: Milano 1848,"Alberto Barbieri, Marco Garavaglia, P.S. Martensen",Simone Murgia,1,5,30,90,60,8,2.4,178,37,"Strategy,  Wargames","['Fighting', 'Post-Napoleonic', 'Wargame']","['Area Movement', 'Cooperative Game', 'Hand Management', 'Push Your Luck', 'Rock-Paper-Scissors', 'Set Collection']",2018.0,7.2
Pinguin Club,(Uncredited),(Uncredited),2,4,45,45,45,5,2.019507655358751,2,1,Uncategorized,['Dice'],['Dice Rolling'],1992.0,4.5
Abracadabra,(Uncredited),(Uncredited),3,6,52,79,65,12,2.019507655358751,1,1,Uncategorized,"['Deduction', 'Dice']",['Dice Rolling'],2005.7966974431818,7.0
Ornamenta,(Uncredited),(Uncredited),1,3,52,79,65,5,2.019507655358751,1,3,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],1972.0,9.0
La Clave,(Uncredited),(Uncredited),2,2,15,45,30,9,2.019507655358751,2,0,Uncategorized,"['Deduction', 'Word Game']",['Roll / Spin and Move'],1988.0,5.5
Trivio 2.000: La Fuerza del Saber,(Uncredited),(Uncredited),2,6,60,120,90,8,2.019507655358751,4,0,Uncategorized,['Trivia'],"['Dice Rolling', 'Set Collection']",1989.0,7.3
El País del Antichollo,(Uncredited),(Uncredited),2,5,52,79,65,8,2.019507655358751,1,1,Uncategorized,"[""Children's Game"", 'Movies / TV / Radio theme', 'Trivia']","['Dice Rolling', 'Player Elimination', 'Point to Point Movement', 'Roll / Spin and Move']",1985.0,4.0
Carrera de Caballos,(Uncredited),(Uncredited),2,6,45,90,67,8,2.019507655358751,1,0,Uncategorized,"['Racing', 'Sports']","['Auction/Bidding', 'Push Your Luck']",1988.0,5.0
Speedrone: Fly or Die,Davide Ardizzone,"Mirko Failoni, Miriam Guglielmi",2,5,10,40,25,8,2.019507655358751,9,2,Uncategorized,"['Aviation / Flight', 'Card Game', 'Fighting', 'Racing', 'Science Fiction', 'Sports']","['Hand Management', 'Push Your Luck', 'Take That']",2018.0,6.7
Star Wars: X-Wing (Second Edition) – Lando's Millennium Falcon Expansion Pack,Jay Little,(Uncredited),2,2,30,45,37,14,2.019507655358751,86,23,Uncategorized,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', '+ 3 more']","['Action Queue', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,7.8
Pixel Glory: Light & Shadow – Sneaky Wizards Expansion,"Frank Alberts, Russell Ng","Konstantin Boyko, Clara Ng",4,4,52,79,65,9,2.019507655358751,2,1,Uncategorized,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Video Game Theme']","['Auction/Bidding', 'Cooperative Game', 'Deck', 'Bag', 'and Pool Building', 'Hand Management', 'Open Drafting']",2018.0,7.0
Looking For Healer,(Uncredited),(Uncredited),1,2,30,60,45,13,1.0,3,4,Uncategorized,"['Card Game', 'Fantasy', 'Humor', 'Video Game Theme']","['Dice Rolling', 'Hand Management', 'Simulation']",2020.0,7.2
Star Wars: Legion – 1.4 FD Laser Cannon Team Unit Expansion,Luke Eddy,(Uncredited),2,2,60,120,90,14,2.019507655358751,34,12,Uncategorized,"['Expansion for Base-game', '+ 4 more']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2018.0,7.3
Star Wars: Legion – E-Web Heavy Blaster Team Unit Expansion,Luke Eddy,(Uncredited),2,2,60,120,90,14,2.019507655358751,43,9,Uncategorized,"['Expansion for Base-game', '+ 4 more']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2018.0,7.6
Runewars Miniatures Game: Lord Vorun'thul – Hero Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,90,90,90,14,2.019507655358751,13,2,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Wargame']","['Action Points', 'Action Queue', 'Dice Rolling', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,7.2
ToeShamBo,Frank Alberts,David Thomas (II),2,2,5,10,7,9,1.17,191,36,Uncategorized,['Card Game'],"['Hand Management', 'Rock-Paper-Scissors']",2019.0,4.9
Runewars Miniatures Game: Baron Zachareth – Hero Expansion,"Michael Gernes, Todd Michlitsch",(Uncredited),2,2,90,90,90,14,2.019507655358751,11,2,Uncategorized,"['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Wargame']","['Action Points', 'Action Queue', 'Dice Rolling', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,7.4
Lord of the Fries: Superdeluxe Edition,James Ernest,"Brian Snoddy, Nate Taylor",2,8,40,40,40,12,2.0,49,20,Uncategorized,"['Card Game', 'Humor', 'Zombies']",['Set Collection'],2015.0,6.5
Poor Choices: Purple Rain Expansion,Wade Welsh,Neil Morley,3,10,30,120,75,13,2.019507655358751,2,1,Uncategorized,"['Expansion for Base-game', 'Humor']","['Acting', 'Betting and Bluffing', 'Rock-Paper-Scissors', 'Storytelling', 'Take That', 'Voting']",2017.0,6.5
Moomery,(Uncredited),(Uncredited),2,6,15,15,15,6,2.019507655358751,15,6,Uncategorized,['Abstract Strategy'],['Memory'],2018.0,4.5
A Game of Thrones: The Card Game (Second Edition) – Music of Dragons,"Nate French, Eric M. Lang",(Uncredited),2,6,60,120,90,14,2.019507655358751,41,17,Uncategorized,"['Expansion for Base-game', '+ 7 more']","['Hand Management', 'Open Drafting', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,8.2
Star Wars: X-Wing (Second Edition) – Slave I Expansion Pack,Jay Little,(Uncredited),2,2,30,45,37,14,2.019507655358751,72,18,Uncategorized,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', '+ 3 more']","['Action Queue', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,8.2
Star Wars: Legion – Boba Fett Operative Expansion,"Alex Davy, Luke Eddy",(Uncredited),2,2,60,120,90,14,2.019507655358751,73,15,Uncategorized,"['Expansion for Base-game', '+ 4 more']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2018.0,8.3
